astar;591836.0;2.0;3
astar;59689.0;3.4142137;4
astar;46382.0;2.4142137;3
astar;127959.0;3.4142137;4
astar;16852.0;1.0;2
astar;47623.0;3.4142137;4
astar;36788.0;3.4142137;4
astar;18470.0;2.828427;3
astar;31004.0;3.4142137;4
astar;29112.0;2.0;3
astar;60167.0;4.8284273;6
astar;42557.0;5.2426405;5
astar;53351.0;4.4142137;5
astar;42039.0;6.4142137;7
astar;27200.0;5.0;6
astar;17332.0;5.2426405;5
astar;14591.0;5.656854;5
astar;21762.0;6.656854;6
astar;17643.0;6.4142137;7
astar;23160.0;7.8284273;12
astar;86159.0;11.313708;9
astar;30532.0;10.071068;9
astar;28023.0;11.414213;12
astar;36967.0;9.071068;13
astar;29830.0;11.485281;12
astar;63220.0;11.071068;29
astar;23484.0;9.899495;8
astar;56186.0;11.2426405;26
astar;29545.0;9.071068;13
astar;46940.0;11.485281;28
astar;46176.0;14.828427;26
astar;51363.0;13.2426405;33
astar;91002.0;14.899495;44
astar;79279.0;14.899495;52
astar;66228.0;14.071068;48
astar;77981.0;14.828427;57
astar;23883.0;12.313708;10
astar;61289.0;12.656855;41
astar;49598.0;13.2426405;35
astar;25897.0;12.313708;10
astar;171748.0;18.142136;78
astar;82150.0;18.828426;45
astar;109324.0;19.556349;78
astar;69129.0;16.828426;44
astar;90587.0;19.071068;67
astar;87285.0;16.656855;61
astar;84283.0;19.970562;56
astar;33188.0;16.656855;20
astar;123812.0;19.727922;87
astar;33553.0;16.0;17
astar;118769.0;22.071068;94
astar;163325.0;22.485281;128
astar;119987.0;20.485281;76
astar;55082.0;21.213203;16
astar;127294.0;21.071068;84
astar;176157.0;21.727922;138
astar;124797.0;22.556349;99
astar;67883.0;23.0;24
astar;99429.0;22.242641;70
astar;97669.0;20.656855;80
astar;198772.0;25.384777;169
astar;461098.0;24.79899;135
astar;157976.0;25.485281;105
astar;56856.0;25.04163;19
astar;270670.0;27.142136;209
astar;192264.0;24.899494;150
astar;214978.0;27.627417;172
astar;184923.0;26.656855;129
astar;87343.0;26.828426;67
astar;198122.0;24.142136;169
astar;239953.0;31.31371;214
astar;252344.0;29.213203;222
astar;244604.0;29.556349;228
astar;237228.0;29.627417;226
astar;156533.0;29.485281;134
astar;299906.0;30.384777;282
astar;211370.0;28.627417;195
astar;157711.0;28.899494;142
astar;233220.0;29.31371;217
astar;91052.0;28.828426;71
astar;384339.0;33.79899;408
astar;171414.0;33.485283;162
astar;199370.0;33.870056;183
astar;235878.0;34.04163;225
astar;198970.0;34.79899;194
astar;346509.0;35.62742;361
astar;310946.0;34.04163;320
astar;148304.0;34.31371;135
astar;148483.0;34.79899;367
astar;94204.0;35.79899;252
astar;172631.0;39.455845;493
astar;161094.0;38.28427;449
astar;182711.0;39.04163;504
astar;114923.0;37.870056;320
astar;184249.0;38.870056;461
astar;173831.0;39.62742;497
astar;123475.0;36.970562;362
astar;46247.0;37.384777;117
astar;125428.0;37.941124;355
astar;113723.0;36.384777;235
astar;225226.0;42.55635;697
astar;148163.0;41.899494;372
astar;95546.0;43.112698;251
astar;126735.0;41.769554;325
astar;211081.0;41.79899;439
astar;218415.0;41.04163;466
astar;195468.0;43.941124;482
astar;30470.0;41.414215;42
astar;165450.0;43.899494;363
astar;152253.0;42.455845;361
astar;144460.0;45.899494;309
astar;379045.0;46.970562;957
astar;235578.0;44.28427;590
astar;76597.0;47.254833;155
astar;127895.0;45.112698;303
astar;80470.0;44.384777;198
astar;22114.0;47.254833;34
astar;82845.0;44.769554;168
astar;130466.0;46.071068;325
astar;109538.0;44.72792;264
astar;152406.0;48.79899;372
astar;178607.0;50.941124;446
astar;124250.0;51.656853;296
astar;115465.0;51.08326;268
astar;247826.0;49.28427;608
astar;196330.0;48.62742;485
astar;290795.0;50.62742;797
astar;169018.0;51.455845;410
astar;273869.0;51.698486;588
astar;154423.0;49.526913;387
astar;52347.0;52.497475;73
astar;148166.0;54.970562;329
astar;174756.0;55.08326;395
astar;341793.0;55.01219;814
astar;344324.0;54.04163;820
astar;231192.0;55.142136;513
astar;277095.0;54.112698;636
astar;250958.0;52.35534;587
astar;361008.0;53.870056;743
astar;259540.0;55.970562;641
astar;388314.0;57.698486;951
astar;88792.0;59.213203;217
astar;396349.0;57.62742;883
astar;366788.0;56.455845;895
astar;150178.0;59.698486;386
astar;50515.0;56.414215;91
astar;456696.0;59.769554;622
astar;519485.0;58.66905;969
astar;447827.0;59.384777;850
astar;152030.0;59.384777;349
astar;598341.0;62.91169;1191
astar;329362.0;60.941124;791
astar;397515.0;60.840622;820
astar;254044.0;60.91169;613
astar;277484.0;62.970562;369
astar;279980.0;60.698486;467
astar;309665.0;63.35534;563
astar;298306.0;61.04163;773
astar;398763.0;63.55635;885
astar;511487.0;60.426407;1116
astar;506700.0;65.941124;1140
astar;245001.0;66.59798;688
astar;235120.0;67.941124;378
astar;243027.0;67.1127;689
astar;239358.0;65.48528;242
astar;378014.0;66.59798;875
astar;534043.0;67.18377;1281
astar;486468.0;65.52691;1153
astar;337281.0;67.18377;836
astar;282415.0;66.69849;755
astar;261882.0;71.91169;441
astar;143966.0;69.04163;415
astar;377105.0;69.35534;927
astar;172647.0;68.225395;430
astar;421979.0;70.55635;879
astar;167087.0;71.63961;441
astar;334154.0;70.053825;621
astar;459311.0;69.669044;1027
astar;444654.0;70.35534;1053
astar;433174.0;69.52691;907
astar;591443.0;73.35534;1636
astar;153162.0;75.38477;445
astar;652538.0;73.79899;1930
astar;527871.0;74.74011;1180
astar;356106.0;73.84062;860
astar;150330.0;75.45584;452
astar;242589.0;72.74011;971
astar;166811.0;73.62742;675
astar;308609.0;74.74011;1162
astar;418549.0;75.42641;1570
astar;373149.0;76.497475;1407
astar;470127.0;78.59798;1755
astar;497230.0;79.91169;1712
astar;275956.0;77.63961;985
astar;228546.0;79.53911;792
astar;172536.0;78.52691;668
astar;361335.0;77.81118;1312
astar;464979.0;79.8995;1941
astar;151695.0;79.38477;617
